Row_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_id,Category,Sub_Category,Product_Name,Sales
237,12/11/2018,16/11/2018,Standard Class,DB-13120,David Bremer,Corporate,United States,Santa Clara,California,95051,West,10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56
238,4/6/2017,9/6/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,10003349,Office Supplies,Paper,Xerox 1957,25.92
239,4/6/2017,9/6/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68
240,4/6/2017,9/6/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,10004351,Furniture,Furnishings,Staple-based wall hangings,11.688
241,4/6/2017,9/6/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,10000011,Technology,Phones,PureGear Roll-On Screen Protector,31.984
242,4/6/2017,9/6/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,10002607,Furniture,Tables,KI Conference Tables,177.225
243,4/6/2017,9/6/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044
244,4/6/2017,9/6/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408
245,1/6/2015,6/6/2015,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,10004063,Furniture,Chairs,Global Deluxe High-Back Managers Chair,2001.86
246,1/6/2015,6/6/2015,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72
247,1/6/2015,6/6/2015,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88
248,1/6/2015,6/6/2015,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room,1503.25
249,1/6/2015,6/6/2015,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,10000061,Office Supplies,Paper,Xerox 205,25.92
250,10/12/2017,15/12/2017,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,94109,West,10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568
251,11/9/2017,17/09/2017,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4 x 5 Forms per Page",7.61
252,11/9/2017,17/09/2017,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,10003832,Technology,Accessories,Logitech�P710e Mobile Speakerphone,3347.37
253,10/12/2017,13/12/2017,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58
254,10/12/2017,13/12/2017,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92
255,28/11/2016,4/12/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132
256,28/11/2016,4/12/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,10004804,Office Supplies,Storage,"Belkin 19 Vented Equipment Shelf, Black",82.368
257,28/11/2016,4/12/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92
258,28/11/2016,4/12/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,10001580,Technology,Phones,Logitech Mobile Speakerphone P710e -�speaker phone,647.904
259,1/12/2018,3/12/2018,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37
260,1/12/2018,3/12/2018,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55
261,1/12/2018,3/12/2018,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52
262,8/6/2018,12/6/2018,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,77506,Central,10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624
263,19/09/2015,21/09/2015,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982
264,19/09/2015,21/09/2015,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958
265,6/6/2017,13/06/2017,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,60610,Central,10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224
266,10/11/2016,15/11/2016,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9
267,16/06/2018,20/06/2018,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,27514,South,10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.016
268,22/01/2017,28/01/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56
269,9/12/2018,13/12/2018,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,10004180,Office Supplies,Storage,Safco Commercial Shelving,37.208
270,9/12/2018,13/12/2018,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576
271,28/12/2018,2/1/2019,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84
272,30/07/2016,31/07/2016,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93
273,30/07/2016,31/07/2016,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,10003274,Furniture,Furnishings,Regeneration Desk Collection,5.28
274,30/07/2016,31/07/2016,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92
275,16/09/2018,17/09/2018,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",8.82
276,16/09/2018,17/09/2018,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,10001427,Office Supplies,Art,Newell 330,5.98
277,13/10/2018,17/10/2018,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,10000673,Office Supplies,Paper,"Post-it �Important Message� Note Pad, Neon Colors, 50 Sheets/Pad",11.648
278,13/10/2018,17/10/2018,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,10004470,Office Supplies,Paper,"Adams Write n Stick Phone Message Book, 11 X 5 1/4, 200 Messages",18.176
279,13/10/2018,17/10/2018,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,10000876,Office Supplies,Storage,Eldon Simplefile Box Office,59.712
280,13/10/2018,17/10/2018,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,10002043,Office Supplies,Labels,Avery 489,24.84
281,26/09/2016,28/09/2016,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,10004967,Office Supplies,Binders,Round Ring Binders,2.08
282,26/09/2016,28/09/2016,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4
283,2/11/2016,6/11/2016,Standard Class,JO-15280,Jas OCarroll,Consumer,United States,Los Angeles,California,90004,West,10002903,Furniture,Tables,Bevis Round Bullnose 29 High Table Top,1038.84
284,26/09/2016,2/10/2016,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,10000474,Office Supplies,Paper,Easy-staple paper,141.76
285,26/09/2016,2/10/2016,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,10001956,Technology,Accessories,Microsoft Arc Touch Mouse,239.8
286,26/09/2016,2/10/2016,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,10004100,Office Supplies,Paper,Xerox 216,31.104
287,18/12/2017,20/12/2017,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058
288,18/12/2017,20/12/2017,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528
289,18/12/2017,20/12/2017,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48
290,20/11/2017,24/11/2017,Second Class,NZ-18565,Nick Zandusky,Home Office,,Columbus,Ohio,43229,East,10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096
291,20/11/2017,24/11/2017,Second Class,NZ-18565,Nick Zandusky,Home Office,,Columbus,Ohio,43229,East,10004689,Office Supplies,Labels,Avery 512,18.496
292,20/11/2017,24/11/2017,Second Class,NZ-18565,Nick Zandusky,Home Office,,Columbus,Ohio,43229,East,10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984
293,20/11/2017,24/11/2017,Second Class,NZ-18565,Nick Zandusky,Home Office,,Columbus,Ohio,43229,East,10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97
294,26/12/2015,28/12/2015,First Class,KL-16555,Kelly Lampkin,Corporate,,Colorado Springs,Colorado,80906,West,10004091,Furniture,Furnishings,Howard Miller 13 Diameter Goldtone Round Wall Clock,300.416
295,26/12/2015,28/12/2015,First Class,KL-16555,Kelly Lampkin,Corporate,,Colorado Springs,Colorado,80906,West,10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352
296,26/12/2015,28/12/2015,First Class,KL-16555,Kelly Lampkin,Corporate,,Colorado Springs,Colorado,80906,West,10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352
297,26/12/2015,28/12/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6
298,26/12/2015,28/12/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552
299,28/10/2017,3/11/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,10002105,Office Supplies,Paper,Xerox 223,32.4
300,28/10/2017,3/11/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24 Deep, Sand",1082.48
301,28/10/2017,3/11/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,10004243,Office Supplies,Paper,Xerox 1939,56.91
302,28/10/2017,3/11/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6
303,28/10/2017,3/11/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28
304,19/11/2018,23/11/2018,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,10002533,Furniture,Tables,BPI Conference Tables,219.075
305,4/5/2016,9/5/2016,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8
306,30/12/2015,4/1/2016,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,10003651,Office Supplies,Art,Newell 350,9.84
307,1/6/2015,6/6/2015,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48
308,1/6/2015,6/6/2015,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2
309,15/04/2018,17/04/2018,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89
310,12/9/2017,14/09/2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136
311,12/9/2017,14/09/2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768
312,12/9/2017,14/09/2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232
313,12/9/2017,14/09/2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,10000634,Office Supplies,Labels,Avery 509,6.264
314,27/09/2015,3/10/2015,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54
315,9/8/2015,16/08/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,10002398,Technology,Phones,AT&T 1070 Corded Phone,178.384
316,9/8/2015,16/08/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,10001937,Office Supplies,Paper,Xerox 21,15.552
317,28/12/2015,30/12/2015,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136
318,4/11/2015,9/11/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,,New York City,New York,10024,East,10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882
319,4/11/2015,9/11/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,,New York City,New York,10024,East,10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98
320,4/11/2015,9/11/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,10004093,Technology,Phones,Panasonic Kx-TS550,275.94
321,4/11/2015,9/11/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360
322,4/11/2015,9/11/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57
323,19/09/2015,24/09/2015,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805,West,10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16
324,23/04/2017,27/04/2017,Standard Class,GK-14620,Grace Kelly,Corporate,,Hesperia,California,92345,West,10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52
325,23/04/2017,27/04/2017,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99
326,3/11/2018,5/11/2018,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992
327,30/08/2017,1/9/2017,First Class,PO-18850,Patrick OBrill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,10003645,Technology,Phones,Aastra 57i VoIP phone,290.898
328,30/08/2017,1/9/2017,First Class,PO-18850,Patrick OBrill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224
329,30/08/2017,1/9/2017,First Class,PO-18850,Patrick OBrill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,10003312,Furniture,Chairs,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,786.744
330,30/08/2017,1/9/2017,First Class,PO-18850,Patrick OBrill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24
331,30/08/2017,1/9/2017,First Class,PO-18850,Patrick OBrill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764
332,25/04/2017,29/04/2017,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,10004614,Technology,Phones,AT&T 841000 Phone,82.8
333,25/04/2017,29/04/2017,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724
334,25/04/2017,29/04/2017,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896
335,1/9/2016,4/9/2016,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752
336,1/9/2016,4/9/2016,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984
337,1/9/2016,4/9/2016,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.368
338,12/7/2015,17/07/2015,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712
339,12/7/2015,17/07/2015,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.352
340,22/06/2016,26/06/2016,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4 Capacity, Black",4.96
341,13/04/2015,17/04/2015,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,10000122,Office Supplies,Art,Newell 314,17.856
342,13/04/2015,17/04/2015,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97
343,13/04/2015,17/04/2015,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,10002780,Office Supplies,Fasteners,Staples,30.992
344,13/04/2015,17/04/2015,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2 x 4 1/2 x 1, White",71.928
345,20/12/2016,24/12/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8
346,15/06/2018,19/06/2018,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,94122,West,10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976
347,8/7/2018,12/7/2018,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56
348,8/7/2018,12/7/2018,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,10000249,Office Supplies,Paper,Easy-staple paper,24.56
349,8/7/2018,12/7/2018,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96
350,1/9/2017,3/9/2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79
351,1/9/2017,3/9/2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,10001970,Office Supplies,Paper,Xerox 1881,24.56
352,1/9/2017,3/9/2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048
353,1/9/2017,3/9/2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,10001970,Office Supplies,Paper,Xerox 1881,49.12
354,1/9/2017,3/9/2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168
355,8/4/2017,13/04/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.704
356,8/4/2017,13/04/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26
357,8/4/2017,13/04/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04
358,8/4/2017,13/04/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",34.4
359,23/04/2017,28/04/2017,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205,South,10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24
360,8/3/2018,11/3/2018,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84
361,8/3/2018,11/3/2018,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4 x 2",20.7
362,25/09/2018,1/10/2018,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4 x 2",20.7
363,25/09/2018,1/10/2018,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.646
364,25/09/2018,1/10/2018,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,10003732,Office Supplies,Art,Newell 333,5.56
365,25/09/2018,1/10/2018,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12
366,24/09/2015,29/09/2015,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96
367,21/10/2017,21/10/2017,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,10002412,Office Supplies,Binders,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,23.2
368,21/10/2017,21/10/2017,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,10001225,Office Supplies,Supplies,Staple remover,7.36
369,21/10/2017,21/10/2017,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79
370,21/10/2017,21/10/2017,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92
371,29/05/2018,4/6/2018,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,10002036,Office Supplies,Paper,Xerox 1930,25.92
372,29/05/2018,4/6/2018,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424
373,23/07/2015,27/07/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16
374,23/07/2015,27/07/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router,1023.936
375,23/07/2015,27/07/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,10000658,Office Supplies,Art,Newell 324,9.24
376,23/07/2015,27/07/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04
